ID RH;RG;CPF;Ramal;Estado Civil;Nome Completo;Login;Data de Nascimento;CEP;Data de Contratacao;Data de Demissao;Dias Uteis Trabalhados Ano Orcamentario;Salario Base;Impostos;Beneficios;VT;VR;Cargo;Bandeira;Codigos;Quantidade de Acessos;Ferias Acumuladas;Ferias Remuneradas;Horas Extras;Valores Adicionais;ID de Pessoal;ID da area;Nível;Área;COD Área;COD Nível;Quadro;Bonus;Contratacao;Descrição Nível;Tempo no Nível;Plano de Saúde;Plano Odontológico;Setor Responsável;Plano de Carreira
111;846553752;39058390996;2775;S;Daniela Santos Silva;daniela.silva;1991-03-13;32762432;2009-03-08;0;165;9367;4683,5;1873,4;198;554,4;OPI;;YCM5362-KVL;115;57;;0;;;10;;;;;;;;;;;;;
112;177736483;40031578683;4494;S;Matheus Sone;matheus.sone;1977-02-04;23232489;2003-03-29;0;198;17393;8696,5;3478,6;264;665,28;OPIII;;AVF3939-FZZ;80;42;;97;;;10;;;;;;;;;;;;;
113;734906034;52543439006;4619;C;Aline Santos Silva;aline.silva;1981-08-19;31908304;2015-02-17;0;205;22887;11443,5;4577,4;242;688,8;COII;;TBN9839-DTP;53;23;;64;;;11;;;;;;;;;;;;;
114;930055566;543719535;5147;S;Natalia Indelicato;natalia.indelicato;1979-08-19;41397449;2004-07-17;2012-06-09;174;20141;10070,5;4028,2;242;584,64;OPII;;YNF2039-LUJ;132;35;;104;;;10;;;;;;;;;;;;;
115;845318164;86837351362;5246;S;Pedro Wermelinger Santos;pedro.santos;1990-08-25;40419579;2011-03-06;2015-11-14;215;19228;9614;3845,6;308;722,4;ADI;;OKU7037-BJX;148;58;;73;;;213;;;;;;;;;;;;;
116;235304894;66343320056;4574;C;Bruno Cunha Felippe;bruno.felippe;1998-09-28;39601742;2016-09-23;0;236;21154;10577;4230,8;198;792,96;LOII;;EKZ7848-ESK;48;58;;34;;;545;;;;;;;;;;;;;
117;288726531;78645709056;7301;C;Flávio Jacques Gamboa Fernandez de Oliveira Netto;flávio.netto;1994-09-30;33769427;2012-09-25;0;183;17709;8854,5;3541,8;220;614,88;FII;;KFU4502-QCO;121;0;;111;;;322;;;;;;;;;;;;;
118;727842295;58437812891;4855;C;Lucas Martins;lucas.martins;1988-01-12;48437941;2017-02-25;0;211;20424;10212;4084,8;308;708,96;OPIII;;LKO3769-KSV;59;25;;133;;;10;;;;;;;;;;;;;
119;759142473;49002955469;5141;C;Hanna Vaz;hanna.vaz;1970-08-03;38710042;1995-07-21;0;150;13568;6784;2713,6;176;504;ADIII;;ACR1951-NPN;135;0;;172;;;213;;;;;;;;;;;;;
120;780115759;37162163017;3254;S;Isabela Freitas;isabela.freitas;1971-02-01;29121225;2003-05-24;2010-09-05;201;11655;5827,5;2331;154;675,36;OPIII;;OQI4155-YXT;107;42;;170;;;10;;;;;;;;;;;;;
121;951594073;86814428662;6325;C;Paulo Rodrigues Pereira;paulo.pereira;1980-11-08;34678179;2004-05-23;0;197;9870;4935;1974;220;661,92;LOII;;TRL5313-ZXC;99;33;;185;;;545;;;;;;;;;;;;;
122;455406136;11171827036;5007;S;Thaís Lisboa;thaís.lisboa;1983-06-11;30445170;2016-08-22;0;243;2782;1391;556,4;286;816,48;FIII;;XDE9070-AJN;36;21;;80;;;322;;;;;;;;;;;;;
123;444360097;46296780759;4387;S;Thomaz Wegbrayt;thomaz.wegbrayt;1991-01-22;34279902;2009-01-17;0;188;17363;8681,5;3472,6;264;631,68;LOII;;GUL3647-KEB;21;60;;104;;;545;;;;;;;;;;;;;
124;588022193;56416277399;5724;S;Carolina Gonçalves Lixa Fontoura;carolina.fontoura;1984-05-20;31692906;2013-06-11;0;205;12559;6279,5;2511,8;242;688,8;COII;;WFF5385-SAG;61;48;;6;;;11;;;;;;;;;;;;;
125;469755388;15210371737;5062;S;Débora Pereira Ribeiro;débora.ribeiro;1976-07-10;26698929;1996-12-18;0;205;10766;5383;2153,2;308;688,8;FIIII;;FBU1511-YVC;76;51;;190;;;322;;;;;;;;;;;;;
126;600923385;85431642660;1652;C;Karine Gusmão;karine.gusmão;1971-07-08;20241049;1991-03-01;1998-04-12;199;4001;2000,5;800,2;154;668,64;ADI;;HBD7281-EHW;66;53;;167;;;213;;;;;;;;;;;;;
127;184309718;9749161333;3373;C;Isabelle de Sá Foly;isabelle.foly;1970-08-12;26918878;2010-02-12;0;247;14586;7293;2917,2;286;829,92;ADII;;YSX1858-YMW;124;52;;183;;;213;;;;;;;;;;;;;
128;595294024;29877187796;7582;C;Lucas Pinheiro Oliveira;lucas.oliveira;1971-05-14;21831765;2007-07-17;2009-10-07;244;24021;12010,5;4804,2;264;819,84;FIIII;;FXA3626-JFJ;104;28;;52;;;322;;;;;;;;;;;;;
129;925836109;25118666378;2668;S;Pedro Assis;pedro.assis;1974-04-17;35669174;2009-03-22;0;196;21566;10783;4313,2;242;658,56;LOII;;VYT7589-WCE;108;9;;192;;;545;;;;;;;;;;;;;
130;603708618;80804622668;7725;S;Mylena Pinheiro Mariano;mylena.mariano;1990-08-03;25874416;2008-07-29;0;178;5818;2909;1163,6;242;598,08;COIII;;KZK3760-NMY;136;5;;163;;;11;;;;;;;;;;;;;
131;769344859;90356066476;4598;C;Renan Taylor;renan.taylor;1995-03-27;46608605;2016-01-30;0;192;7428;3714;1485,6;154;645,12;FIIV;;GLZ5793-DMD;117;29;;174;;;322;;;;;;;;;;;;;
132;243863864;55793523524;5039;C;João Barbosa;joão.barbosa;1971-01-19;26378462;1989-06-09;0;216;6887;3443,5;1377,4;286;725,76;FIIV;;BTY2419-VZQ;149;23;;103;;;322;;;;;;;;;;;;;
133;949607826;93094571173;1317;S;Adrielle Sá Rodrigues;adrielle.rodrigues;1976-11-18;33185233;2001-04-27;0;161;11424;5712;2284,8;286;540,96;LOIII;;SYJ8887-PHE;110;18;;147;;;545;;;;;;;;;;;;;
134;633481953;73492961189;2412;S;Caroline Gaspar de Mattos      ;caroline.mattos;1995-07-25;49497426;2014-04-16;2015-06-12;233;24769;12384,5;4953,8;198;782,88;OPIII;;DPI9737-KTI;41;37;;71;;;10;;;;;;;;;;;;;
135;932776517;85312817519;2192;C;Caroline Valente de Figueiredo;caroline.figueiredo;1987-07-17;21613320;2005-07-12;0;247;13506;6753;2701,2;154;829,92;ADIII;;CMA4800-VMM;56;48;;90;;;213;;;;;;;;;;;;;
136;374534296;30956607102;2517;C;Julia Valim;julia.valim;1986-01-24;29222960;2005-03-07;2012-04-10;215;10961;5480,5;2192,2;154;722,4;FIII;;ELZ6317-QGI;66;22;;191;;;322;;;;;;;;;;;;;
137;673312392;63333609746;3810;C;Stefan Vargas;stefan.vargas;1976-01-03;36858409;1994-07-16;0;194;17437;8718,5;3487,4;176;651,84;COII;;NCP8415-LEP;88;11;;48;;;11;;;;;;;;;;;;;
138;390574367;26493553037;1930;S;Maria Lopes de Almeida;maria.almeida;1996-09-08;46661375;2014-09-04;0;164;13893;6946,5;2778,6;242;551,04;COII;;CMH9765-QFZ;148;4;;173;321.0;;11;;;;;;;;;;;;;
139;408424820;54623421808;6040;S;Paloma Albano;paloma.albano;1982-04-23;45440008;2008-07-03;0;188;15531;7765,5;3106,2;220;631,68;ADIII;;YEZ3462-EBW;128;26;;135;;;213;;;;;;;;;;;;;
140;537173194;25731473836;3037;C;Fernanda Santo;fernanda.santo;1981-07-20;46493303;2003-04-09;2011-02-06;192;7254;3627;1450,8;308;645,12;COII;;IFY3546-LXH;122;28;;59;;;11;;;;;;;;;;;;;
141;129089379;37366209445;1174;S;Rodrigo Mesquita;rodrigo.mesquita;1978-11-22;47676496;2004-08-01;2014-04-04;198;24203;12101,5;4840,6;220;665,28;OPV;;ASY2253-LHU;97;15;;6;;;10;;;;;;;;;;;;;
142;203749962;11591378511;2434;S;Gabriel Mello;gabriel.mello;1976-01-07;45441663;2011-09-15;0;157;24598;12299;4919,6;242;527,52;LOI;;ZCQ9267-RAH;36;32;;23;;;545;;;;;;;;;;;;;
143;659993123;19376496246;7572;C;Renan Scharnhorst Ott;renan.ott;1994-04-17;37913662;2016-09-24;0;153;10793;5396,5;2158,6;242;514,08;LOII;;DZR6906-AYO;40;46;;136;;;545;;;;;;;;;;;;;
144;646471086;3941490450;5189;S;Lucas Brum Pereira;lucas.pereira;1991-10-22;40458933;2015-06-11;0;237;4048;2024;809,6;198;796,32;COI;;VXR2696-JNI;95;25;;5;;;11;;;;;;;;;;;;;
145;716621565;8781618356;3994;S;Arnôr Penedo;arnôr.penedo;1996-02-26;49514536;2014-02-21;2018-01-07;191;8846;4423;1769,2;220;641,76;COII;;CFN2925-ZRC;123;31;;94;;;11;;;;;;;;;;;;;
146;667495629;85663574128;2087;S;Carolina da Silva;carolina.silva;1997-04-16;25797299;2015-04-12;2016-06-11;222;21354;10677;4270,8;176;745,92;FIIII;;OAF8645-BHY;54;53;;20;;;322;;;;;;;;;;;;;
147;513196169;66664088990;3177;S;Andre Junior;andre.junior;1986-02-17;34647307;2006-03-05;2008-03-19;205;6148;3074;1229,6;264;688,8;ADI;;IED8054-DQM;88;60;;72;;;213;;;;;;;;;;;;;
148;394177057;44426553762;7012;S;Caio Stellet;caio.stellet;1991-02-09;48922500;2011-09-24;0;167;24596;12298;4919,2;242;561,12;ADII;;TMD1163-TEI;127;21;;199;;;213;;;;;;;;;;;;;
149;204172912;40801914593;6510;C;Fernanda Rocha;fernanda.rocha;1990-12-26;21954100;2008-12-21;0;198;5078;2539;1015,6;308;665,28;COI;;IAO2272-UBR;47;29;;98;;;11;;;;;;;;;;;;;
150;182405163;98115682971;7157;C;Eduardo Brum;eduardo.brum;1990-05-24;46655812;2008-05-19;0;229;15939;7969,5;3187,8;220;769,44;COII;;VGE5952-CAR;43;50;;157;;;11;;;;;;;;;;;;;
151;251544740;32343554925;3305;S;Ângelo Gois;ângelo.gois;1975-09-10;31653600;2009-04-22;0;213;14591;7295,5;2918,2;220;715,68;FII;;BQF8965-XEK;31;9;;174;;;322;;;;;;;;;;;;;
152;225189401;87001444811;2731;C;Carolina Croix Barros;carolina.barros;1981-12-13;42215643;2017-07-21;0;217;24814;12407;4962,8;286;729,12;OPIII;;HZR6926-BVS;76;51;;6;;;10;;;;;;;;;;;;;
153;395791459;63970323429;1973;C;Izabel Costa;izabel.costa;1978-05-18;46440824;2013-07-04;2014-12-27;191;24756;12378;4951,2;264;641,76;LOIV;;XZG4955-HSQ;82;44;;198;;;545;;;;;;;;;;;;;
154;330677676;60657640935;2570;C;Carlos Mota;carlos.mota;1978-07-18;39693700;2000-09-29;0;173;9986;4993;1997,2;242;581,28;COI;;SPU2561-WRH;148;11;;82;;;11;;;;;;;;;;;;;
155;259228025;26060218903;6989;S;Thayza Rocha;thayza.rocha;1975-04-01;42449215;2005-06-17;0;232;5447;2723,5;1089,4;220;779,52;ADIII;;WPC7635-QHG;142;1;;131;;;213;;;;;;;;;;;;;
156;408044704;21205192288;6806;C;Luiz Gonçalves;luiz.gonçalves;1981-02-05;48760082;2000-12-16;0;236;8431;4215,5;1686,2;286;792,96;OPIII;;GNF8062-JEQ;106;2;;22;;;10;;;;;;;;;;;;;
157;390520641;60034462482;3393;C;Ramon Vaz;ramon.vaz;1974-11-28;32038710;1999-07-02;0;229;21974;10987;4394,8;264;769,44;COIII;;JHN8172-DVZ;148;4;;78;;;11;;;;;;;;;;;;;
158;111015969;52145589049;5454;S;Amanda Rodrigues;amanda.rodrigues;1984-05-20;32580130;2010-07-10;0;198;16859;8429,5;3371,8;242;665,28;LOII;;BKC3941-ETB;72;37;;59;;;545;;;;;;;;;;;;;
159;317971034;73306344284;7804;C;Hannah de Oliveira;hannah.oliveira;1999-11-04;36423854;2017-10-30;2018-01-07;173;11745;5872,5;2349;198;581,28;ADI;;ACB9527-KPK;81;38;;161;;;213;;;;;;;;;;;;;
160;631610398;49771991818;3864;S;Eduardo Ramos;eduardo.ramos;1971-12-02;49371991;2010-05-18;0;237;23850;11925;4770;286;796,32;ADI;;BBQ5347-BRZ;102;3;;180;;;213;;;;;;;;;;;;;
161;544186857;65130314579;3555;C;Victor Bezerra;victor.bezerra;1979-03-17;31055239;1997-03-12;0;198;8736;4368;1747,2;176;665,28;LOI;;UQJ6098-TVK;30;31;;117;;;545;;;;;;;;;;;;;
162;441469607;63828548209;1911;S;Lunna Bogossian;lunna.bogossian;1986-09-19;37218757;2011-03-11;0;228;11304;5652;2260,8;308;766,08;OPV;;VZC6615-UGR;75;7;;180;;;10;;;;;;;;;;;;;
163;116766695;47232756579;1990;S;Yasmini de Almeida Richa;yasmini.richa;1979-02-27;32457327;2013-08-09;0;238;13792;6896;2758,4;176;799,68;LOIII;;JRD9576-MHG;31;20;;175;;;545;;;;;;;;;;;;;
164;959730891;75645986061;3709;C;Bruna da Cruz Barcelos;bruna.barcelos;1975-09-23;31170692;2003-08-22;2011-04-12;152;16148;8074;3229,6;286;510,72;FII;;TGV2973-AIY;70;11;;99;;;322;;;;;;;;;;;;;
165;264546724;37330454703;7496;C;Eric Santos Silva;eric.silva;1981-12-05;21744669;2012-10-28;0;162;15401;7700,5;3080,2;176;544,32;ADV;;DYY6937-BOV;45;35;;81;;;213;;;;;;;;;;;;;
166;257669584;46857850331;6372;S;Fabio Melo Eiras;fabio.eiras;1978-08-06;36006094;2004-02-17;0;228;4212;2106;842,4;308;766,08;FII;;WKR1861-GXJ;83;30;;124;;;322;;;;;;;;;;;;;
167;562508073;33613115167;5871;C;Aledio Villié Cerqueira Silva;aledio.silva;1975-09-09;44845345;2003-06-11;0;187;3525;1762,5;705;176;628,32;FIIII;;QBV3390-SGX;78;50;;16;;;322;;;;;;;;;;;;;
168;266341456;12614089811;6177;S;Brenno Ayello Leite;brenno.leite;1970-11-22;33593365;1999-05-05;0;240;8960;4480;1792;198;806,4;COIII;;QNF1672-MHJ;23;34;;199;;;11;;;;;;;;;;;;;
169;348509149;63113882290;1729;S;David de Paula;david.paula;1981-10-05;45758272;2006-03-15;0;248;12538;6269;2507,6;308;833,28;COI;;UZE6566-NGD;75;50;;126;;;11;;;;;;;;;;;;;
170;935370184;1704841288;6455;S;Lígia Fernandes Filardi;lígia.filardi;1995-12-21;23059569;2013-12-16;0;170;13732;6866;2746,4;286;571,2;FII;;LZP1912-ZNC;24;13;;153;;;322;;;;;;;;;;;;;
171;856395060;79621175549;6474;S;Guilherme Lopes da Silveira ;guilherme.silveira;1999-12-02;49653236;2017-11-27;2018-01-07;222;22040;11020;4408;220;745,92;LOI;;TKT2920-WKM;147;42;;82;;;545;;;;;;;;;;;;;
172;280833936;75639085014;3887;S;Luis Guimarães;luis.guimarães;1974-04-14;47975204;2011-08-10;0;247;23092;11546;4618,4;198;829,92;COII;;RCH3090-JTB;129;41;;17;;;11;;;;;;;;;;;;;
173;768460080;4962147267;4760;C;Thiago Saraiva Araujo;thiago.araujo;1986-03-01;42683631;2009-12-29;0;197;18029;9014,5;3605,8;176;661,92;COIII;;HZB6579-RGD;106;35;;120;;;11;;;;;;;;;;;;;
174;127317401;16999675314;7951;C;Daniel Benevides Xavier;daniel.xavier;1985-02-07;44325748;2007-03-06;0;201;10608;5304;2121,6;176;675,36;COII;;ROY4005-NPY;82;46;;102;;;11;;;;;;;;;;;;;
175;129739629;954465382;2739;C;Giovana Marinho;giovana.marinho;1979-05-20;38509099;2016-05-02;2018-01-07;208;12612;6306;2522,4;198;698,88;OPIV;;XVF6812-OWK;24;14;;96;;;10;;;;;;;;;;;;;
176;901569302;72557271291;2358;C;Eduarda Mello;eduarda.mello;1980-05-12;37663368;1998-05-08;0;240;6737;3368,5;1347,4;198;806,4;FIII;;NPJ7823-UTP;104;40;;71;;;322;;;;;;;;;;;;;
177;587762767;31865943387;3572;S;Pedro Alcoforado;pedro.alcoforado;1977-10-12;29861722;2001-05-28;0;225;7651;3825,5;1530,2;198;756;OPIV;;BJM5620-OAY;21;36;;50;;;10;;;;;;;;;;;;;
178;849377719;24034773974;5686;S;Wesley Oliveira Baptista;wesley.baptista;1971-12-01;20525838;1993-03-20;0;163;11457;5728,5;2291,4;220;547,68;FIIV;;HEN8926-UBF;81;43;;84;;;322;;;;;;;;;;;;;
179;441428628;86034290704;1134;C;Caio Oliveira Meirelles;caio.meirelles;1974-02-09;36328920;2005-10-22;0;196;12827;6413,5;2565,4;242;658,56;LOIII;;ZCG5229-RHX;91;20;;31;;;545;;;;;;;;;;;;;
180;413286801;60950145323;6277;C;Filipe Tabet;filipe.tabet;1981-04-10;20016798;2017-02-18;0;199;7865;3932,5;1573;198;668,64;LOI;;LVN3505-WHZ;43;11;;98;;;545;;;;;;;;;;;;;
181;317730626;48472322733;5003;S;Tiago de Araújo Júnior;tiago.júnior;1988-03-26;22102216;2013-02-15;0;198;2277;1138,5;455,4;264;665,28;OPII;;AGJ3799-JRR;143;30;;167;;;10;;;;;;;;;;;;;
182;645860479;37366286499;5153;C;Joāo Leite Ursulino;joāo.ursulino;1998-03-23;25367975;2016-03-18;0;199;6703;3351,5;1340,6;220;668,64;FIII;;HPN5936-XOD;111;49;;30;;;322;;;;;;;;;;;;;
183;477303328;77945150423;3370;C;Jaqueline Rimolo de Menezes;jaqueline.menezes;1995-05-07;20599949;2013-05-02;0;161;23087;11543,5;4617,4;242;540,96;OPII;;QJR6923-SEZ;41;20;;107;;;10;;;;;;;;;;;;;
184;790442694;60885523304;6816;S;Paula Gonçalves Gomes;paula.gomes;1972-01-23;47969729;1990-06-19;0;214;9906;4953;1981,2;176;719,04;COII;;TFK3048-IZZ;20;49;;161;;;11;;;;;;;;;;;;;
185;267462900;90099351276;5681;C;Clarissa Ferreira;clarissa.ferreira;1980-06-27;41615356;2013-08-26;0;198;10394;5197;2078,8;286;665,28;ADI;;XDN5081-OLZ;49;41;;187;;;213;;;;;;;;;;;;;
186;758845282;26630144333;2997;S;Raíza Barbosa;raíza.barbosa;1994-05-28;23929005;2017-01-29;0;223;15573;7786,5;3114,6;220;749,28;ADII;;MFK5498-ODC;80;23;;189;;;213;;;;;;;;;;;;;
187;213851979;43986133891;7878;C;Guilherme Delgado;guilherme.delgado;1976-12-30;28490837;2002-10-02;0;209;14536;7268;2907,2;176;702,24;ADI;;AVA5838-JSB;84;30;;105;;;213;;;;;;;;;;;;;
188;299487558;20853690606;5113;S;Bruna Serva;bruna.serva;1978-10-19;40319896;2002-10-31;0;223;1367;683,5;273,4;198;749,28;FIIII;;WED8730-LDO;62;34;;66;;;322;;;;;;;;;;;;;
189;665722840;43694038517;6329;S;Rafael Carrera;rafael.carrera;1983-11-24;40999434;2017-03-11;0;235;21776;10888;4355,2;308;789,6;OPI;;CLB4858-NMF;77;2;;172;;;10;;;;;;;;;;;;;
190;252066743;79052048907;7057;C;Leonardo de Paula;leonardo.paula;1993-03-07;39159345;2013-05-26;0;210;10870;5435;2174;198;705,6;LOI;;LFS5871-CZP;48;16;;145;;;545;;;;;;;;;;;;;
191;131440575;56747684111;5878;S;Rômulo Knudsen;rômulo.knudsen;1996-10-29;39717755;2016-04-21;0;190;14459;7229,5;2891,8;242;638,4;LOII;;JLJ4704-CMD;101;33;;141;;;545;;;;;;;;;;;;;
192;338808621;62617279297;4294;S;Bernard Mello;bernard.mello;1993-10-18;45598482;2011-10-14;0;151;10967;5483,5;2193,4;308;507,36;COIV;;TLF4916-KLN;129;19;;177;;;11;;;;;;;;;;;;;
193;797241360;91935488890;5634;C;Eduardo Ota Hirose;eduardo.hirose;1992-02-09;43419653;2015-12-19;0;217;11882;5941;2376,4;220;729,12;OPI;;QYD6474-SVO;145;22;;190;;;10;;;;;;;;;;;;;
194;381704808;55324526587;4854;C;Ulisses Borges Pinto Lima;ulisses.lima;1983-01-13;32019941;2005-12-07;0;213;17093;8546,5;3418,6;308;715,68;ADV;;WHR9369-SCB;122;44;;175;;;213;;;;;;;;;;;;;
195;754379853;81986804945;4980;S;Adelino Werneck;adelino.werneck;1997-04-29;24023429;2015-04-25;0;185;5835;2917,5;1167;220;621,6;ADIII;;CIY4932-WDJ;47;47;;123;;;213;;;;;;;;;;;;;
196;633098659;35453530138;1806;C;Marina Lobo Meira;marina.meira;1980-05-16;21047459;2017-11-25;0;240;14652;7326;2930,4;242;806,4;LOII;;QYT4352-WHH;139;55;;112;;;545;;;;;;;;;;;;;
197;653306592;58146289103;3910;C;Marina de Godoy;marina.godoy;1976-10-07;20887138;2004-05-09;0;161;8229;4114,5;1645,8;264;540,96;FIII;;NOE5007-ZQR;93;1;;80;;;322;;;;;;;;;;;;;
198;911451272;22397479652;1914;S;Beatriz Félix Ferreira;beatriz.ferreira;1978-12-15;33679561;2010-05-03;0;187;17804;8902;3560,8;154;628,32;FIV;;UWC7318-WGF;52;4;;64;;;322;;;;;;;;;;;;;
199;758327088;76756802371;7619;S;Pedro Araujo Kelly;pedro.kelly;1982-03-30;24242974;2005-06-05;0;241;12730;6365;2546;242;809,76;ADI;;BLO2663-MNF;59;12;;54;;;213;;;;;;;;;;;;;
200;732582295;29345602726;6305;S;Leticia Orichio;leticia.orichio;1978-10-08;20277009;2013-06-20;0;241;24949;12474,5;4989,8;308;809,76;COII;;UBH1373-WRL;113;13;;134;;;11;;;;;;;;;;;;;
201;520865497;95494545903;4460;S;Julia Martins do Nascimento;julia.nascimento;1975-06-21;34188443;2000-06-22;0;161;6854;3427;1370,8;286;540,96;ADII;;OAJ2936-VJJ;131;33;;101;;;213;;;;;;;;;;;;;
202;795257464;23397325993;1854;C;Leandro Coutinho;leandro.coutinho;1994-12-11;49991492;2012-12-06;0;158;21870;10935;4374;286;530,88;COI;;NUO2284-DXQ;64;25;;56;;;11;;;;;;;;;;;;;
203;691637853;35482617668;5713;S;Isabella de Azevedo Alves;isabella.alves;1998-04-07;33303875;2016-04-02;0;204;20470;10235;4094;286;685,44;COIV;;QCK3792-DLU;38;60;;43;;;11;;;;;;;;;;;;;
204;615666412;1225896676;1131;S;Tiago Leal Pedrosa;tiago.pedrosa;1984-11-03;35754384;2002-10-30;0;159;24410;12205;4882;176;534,24;FIIII;;COC7285-VSZ;36;48;;100;;;322;;;;;;;;;;;;;
205;382846456;77393726923;7682;C;Nathalia de Oliveira;nathalia.oliveira;1975-12-24;24969851;2008-01-20;0;241;19035;9517,5;3807;198;809,76;LOIII;;OPS1714-LAP;117;26;;118;;;545;;;;;;;;;;;;;
206;622070086;17564833287;1849;S;Manuela Brum;manuela.brum;1973-10-11;39914696;2011-01-27;2017-02-23;235;3480;1740;696;198;789,6;OPIII;;BKJ2648-NUA;136;46;;52;;;10;;;;;;;;;;;;;
207;622222189;18204188826;3870;C;Eduardo Luz;eduardo.luz;1983-12-18;32954078;2004-01-23;0;203;14228;7114;2845,6;220;682,08;LOII;;KBE8888-ZZT;85;9;;113;;;545;;;;;;;;;;;;;
208;797128823;97563313784;1326;S;Matheus Matta Marques;matheus.marques;1988-01-11;45580494;2013-09-11;0;155;13049;6524,5;2609,8;154;520,8;ADII;;PRV3676-YLK;98;60;;154;;;213;;;;;;;;;;;;;
209;121855587;87075220857;4993;S;Ana de Almeida Fournier de Assis;ana.assis;1998-01-30;31597586;2016-01-26;0;249;7520;3760;1504;154;836,64;COIII;;ZKR8311-MJP;33;35;;143;;;11;;;;;;;;;;;;;
210;819179412;39014801249;1656;C;Gabriel Viana;gabriel.viana;1974-04-02;21366453;2004-02-02;0;218;17514;8757;3502,8;308;732,48;COII;;LGM8331-VHI;50;10;;187;;;11;;;;;;;;;;;;;
211;908478392;19510428633;4270;S;Thaís Restum;thaís.restum;1971-02-19;32196705;2009-01-17;0;152;4253;2126,5;850,6;286;510,72;LOIII;;ATE7852-XHX;72;40;;143;;;545;;;;;;;;;;;;;
212;633515952;18960971427;1477;C;Douglas Pinto;douglas.pinto;1972-06-11;49499075;2002-03-29;0;156;19553;9776,5;3910,6;308;524,16;OPI;;FXC8175-YBX;119;13;;100;;;10;;;;;;;;;;;;;
213;431047977;22073793650;7803;S;Eric Amante;eric.amante;1972-05-10;30534816;2000-07-22;0;161;20217;10108,5;4043,4;176;540,96;FIII;;YLH3342-FSN;24;0;;113;;;322;;;;;;;;;;;;;
214;637262985;89104552095;6515;C;Marcus de Azevedo;marcus.azevedo;1970-11-12;45003450;2008-07-11;0;179;4702;2351;940,4;242;601,44;OPII;;TAO4764-NVQ;50;16;;137;;;10;;;;;;;;;;;;;
215;962953644;92232272948;5867;C;Lucas Bach;lucas.bach;1991-01-20;43572037;2009-01-15;0;226;15301;7650,5;3060,2;286;759,36;OPI;;NVI9354-XHK;90;30;;192;;;10;;;;;;;;;;;;;
216;211252863;580992867;1742;C;Paula de Sousa Leite;paula.leite;1995-05-12;36336491;2013-05-07;0;178;11342;5671;2268,4;176;598,08;COII;;ELX4796-NFG;62;40;;108;;;11;;;;;;;;;;;;;
217;686353578;21677211125;5320;S;Amanda Pessanha;amanda.pessanha;1989-05-01;26119834;2014-04-21;0;230;16368;8184;3273,6;176;772,8;FII;;VMR2392-JTZ;27;53;;63;;;322;;;;;;;;;;;;;
218;485694784;99578577631;1051;S;Átila Aquino de Carvalho;átila.carvalho;1970-01-13;49426801;1990-10-01;0;150;3421;1710,5;684,2;220;504;COIII;;WCE6805-GMM;128;52;;107;;;11;;;;;;;;;;;;;
219;753653710;81631420902;6526;S;Gabriel de Araujo Filho;gabriel.filho;1979-10-18;43114997;2010-02-23;0;239;15128;7564;3025,6;242;803,04;ADV;;EKJ7202-FXR;142;58;;56;;;213;;;;;;;;;;;;;
220;868379858;3391678881;4477;C;Gabriela Gômara;gabriela.gômara;1971-04-09;35696839;2000-07-12;0;165;21959;10979,5;4391,8;264;554,4;ADIII;;TBL7608-VNF;21;37;;49;;;213;;;;;;;;;;;;;
221;455091342;69387136203;5338;C;Pedro Correa Rodriguez;pedro.rodriguez;1989-09-20;29633853;2016-06-23;0;239;9729;4864,5;1945,8;198;803,04;OPIII;;LML1220-LLK;134;26;;108;;;10;;;;;;;;;;;;;
222;271464316;4341832481;6844;C;Patricia Vieira Branco de Matos;patricia.matos;1986-10-23;41747444;2015-07-24;2018-01-07;234;1548;774;309,6;154;786,24;LOIII;;OMM9332-WAP;64;15;;124;;;545;;;;;;;;;;;;;
223;385244934;98476387596;2470;C;Elvis Macedo;elvis.macedo;1987-02-27;31717649;2005-03-30;0;223;12984;6492;2596,8;286;749,28;LOII;;QPQ6693-FQR;111;29;;171;;;545;;;;;;;;;;;;;
224;472782524;22750607710;3076;S;Diego Limp;diego.limp;1998-07-18;44467875;2016-07-13;0;200;23845;11922,5;4769;220;672;COIII;;XRM9217-KFZ;31;57;;179;;;11;;;;;;;;;;;;;
225;984733259;17869640397;5324;S;Tatiana Fagundes;tatiana.fagundes;1995-10-13;22254032;2013-10-08;0;243;20662;10331;4132,4;220;816,48;FIV;;MDP4853-KYP;119;52;;61;;;322;;;;;;;;;;;;;
226;398328205;78130347029;3592;S;Cynthia Alvim;cynthia.alvim;1976-08-25;34741200;2003-04-30;0;166;2351;1175,5;470,2;242;557,76;ADIII;;NMU9452-VLN;26;8;;34;;;213;;;;;;;;;;;;;
227;607326291;9229411485;1861;C;Rômulo Pedrazza;rômulo.pedrazza;1973-07-25;32195895;2012-11-22;0;230;22462;11231;4492,4;176;772,8;COI;;LRX8711-BCB;101;39;;181;;;11;;;;;;;;;;;;;
228;610389191;77896177493;3768;S;Lucas Luca Lima Barbosa;lucas.barbosa;1995-09-20;44436582;2013-09-15;2018-01-07;217;5070;2535;1014;242;729,12;FII;;FZD8381-VKP;61;51;;74;;;322;;;;;;;;;;;;;
229;130000942;26027398376;5063;C;Carolina Mello;carolina.mello;1988-01-13;28964228;2006-01-08;0;217;23248;11624;4649,6;286;729,12;LOIII;;XIN6699-CGI;84;2;;70;;;545;;;;;;;;;;;;;
